"","Site_ID","Round","Plant_gen_sp","Pollinator_gen_sp","Out","Pollinator_id","Pollinator_sex","Frequency"
"916","Lasmulas",2,"Lavandula stoechas","Bombyliidae NA","focal","no_captured",NA,1
"917","Lasmulas",2,"Lavandula stoechas","Apis mellifera","focal","no_captured","worker",2
"918","Elpinar",2,"Rosmarinus officinalis","Eucera elongatula","focal","BF712","male",1
"919","Elpinar",2,"Cistus albidus","Apis mellifera","focal","no_captured","worker",1
"920","Niebla",3,"Asphodelus fistulosus","Xylocopa violacea","focal","no_captured","male",1
"921","Niebla",3,"Asphodelus fistulosus","Rhodanthidium sticticum","focal","no_captured","female",1
"922","Niebla",3,"Cistus ladanifer","Apis mellifera","focal","no_captured","worker",1
"923","Niebla",3,"Cistus ladanifer","Oxythyrea funesta","focal","no_captured",NA,1
"924","Niebla",3,"Cistus ladanifer","Tropinota squalida","focal","no_captured",NA,14
"925","Niebla",3,"Cistus ladanifer","Apis mellifera","focal","no_captured","worker",2
"926","Niebla",3,"Cistus ladanifer","Xylocopa valga","focal","BF193","female",1
"927","Niebla",3,"Cistus ladanifer","Oxythyrea funesta","focal","no_captured",NA,4
"928","Niebla",3,"Lavandula stoechas","Apis mellifera","focal","no_captured","worker",4
"929","Niebla",3,"Lavandula stoechas","Lasioglossum sp","focal","PERDIDO","female",1
"930","Niebla",3,"Lavandula stoechas","Apis mellifera","focal","no_captured","worker",1
"931","Niebla",3,"Lavandula stoechas","Osmia rufa","focal","PERDIDO","female",1
"932","Niebla",3,"Lavandula stoechas","Papilio machaon","focal","no_captured",NA,1
"933","Niebla",3,"Phlomis purpurea","Oxythyrea funesta","focal","no_captured",NA,1
"934","Bonares",3,"Cistus salvifolius","Apis mellifera","focal","no_captured","worker",1
"935","Bonares",3,"Cistus salvifolius","Sarcophaga morpho1","focal","BF407",NA,1
"936","Bonares",3,"Cistus salvifolius","Apis mellifera","focal","no_captured","worker",1
"937","Bonares",3,"Cistus salvifolius","Lasioglossum sp","focal","PERDIDO","female",1
"938","Bonares",3,"Cistus salvifolius","Empis testacea","focal","no_captured",NA,1
"939","Bonares",3,"Cistus ladanifer","Apis mellifera","focal","no_captured","worker",1
"940","Bonares",3,"Lavandula stoechas","Apis mellifera","focal","no_captured","worker",3
"941","Bonares",3,"Lavandula stoechas","Apis mellifera","focal","no_captured","worker",27
"942","Bonares",3,"Lavandula stoechas","Apis mellifera","focal","no_captured","worker",37
"943","Bonares",3,"Spartium junceum","Apis mellifera","focal","no_captured","worker",50
"944","Bonares",3,"Spartium junceum","Xylocopa violacea","focal","no_captured","female",1
"945","Aznalcazar",3,"Lavandula stoechas","Xylocopa cantabrita","focal","no_captured","female",1
"946","Aznalcazar",3,"Lavandula stoechas","Eucera sp","focal","no_captured","male",1
"947","Aznalcazar",3,"Lavandula stoechas","Apis mellifera","focal","no_captured","worker",2
"948","Aznalcazar",3,"Cistus ladanifer","Potosia cuprea","focal","PERDIDO","male",1
"949","Aznalcazar",3,"Cistus ladanifer","Dasypoda cingulata","focal","no_captured","female",1
"950","Aznalcazar",3,"Cistus ladanifer","Apis mellifera","focal","no_captured","worker",1
"951","Aznalcazar",3,"Halimium commutatum","Apis mellifera","focal","no_captured","worker",1
"952","Aznalcazar",3,"Teucrium fruticans","Bombus terrestris","out","PERDIDO","worker",4
"953","Villamanriquesur",3,"Halimium commutatum","Dasypoda crassicornis","focal","PERDIDO","female",1
"954","Villamanriquesur",3,"Halimium commutatum","Andrena flavipes","focal","PERDIDO","female",1
"955","Villamanriquesur",3,"Halimium commutatum","Empis testacea","focal","no_captured",NA,1
"956","Villamanriquesur",3,"Cistus salvifolius","Apis mellifera","focal","no_captured","worker",1
"957","Villamanriquesur",3,"Lavandula stoechas","Apis mellifera","focal","no_captured","worker",12
"958","Villamanriquesur",3,"Lavandula stoechas","Bombus terrestris","focal","no_captured","worker",1
"959","Villamanriquesur",3,"Lavandula stoechas","Zerynthia rumina","focal","PERDIDO","female",1
"960","Villamanriquesur",3,"Lavandula stoechas","Apis mellifera","focal","no_captured","worker",14
"961","Villamanriquesur",3,"Lavandula stoechas","Glaucopsyche alexis","focal","no_captured",NA,1
"962","Villamanriquesur",3,"Lavandula stoechas","Callophrys rubi","focal","no_captured",NA,1
"963","Villamanriquesur",3,"Lavandula stoechas","Bombus terrestris","focal","no_captured","worker",1
"964","ConventodelaLuz",3,"Teucrium fruticans","Apis mellifera","focal","no_captured","worker",1
"965","ConventodelaLuz",3,"Cistus salvifolius","Apis mellifera","focal","no_captured","worker",19
"966","ConventodelaLuz",3,"Cistus salvifolius","Sphecodes sp","focal","no_captured",NA,1
"967","ConventodelaLuz",3,"Cistus salvifolius","Lasioglossum sp","focal","PERDIDO","female",1
"968","ConventodelaLuz",3,"Cistus salvifolius","Apis mellifera","focal","no_captured","worker",23
"969","ConventodelaLuz",3,"Cistus salvifolius","Platynochaetus setosus","focal","no_captured","male",1
"970","ConventodelaLuz",3,"Cistus salvifolius","Anthophora plumipes","focal","BF592","female",3
"971","ConventodelaLuz",3,"Cistus salvifolius","Megalodontes capitalatus","focal","no_captured","female",1
"972","ConventodelaLuz",3,"Cistus salvifolius","Andrena angustior","focal","BF285","female",2
"973","ConventodelaLuz",3,"Cistus ladanifer","Apis mellifera","focal","no_captured","worker",1
"974","ConventodelaLuz",3,"Cistus ladanifer","Dasypoda crassicornis","focal","no_captured","female",1
"975","ConventodelaLuz",3,"Cistus ladanifer","Apis mellifera","focal","no_captured","worker",6
"976","ConventodelaLuz",3,"Ulex australis","Andrena nigroaenaea","out","BF21","male",2
"977","ConventodelaLuz",3,"Andryala integrifolia","Chasmatopterus villosulus","out","BF491",NA,2
"978","ConventodelaLuz",3,"Cistus salvifolius","Chasmatopterus villosulus","out","BF493",NA,1
"979","ConventodelaLuz",3,"Cistus salvifolius","Chasmatopterus villosulus","out","BF494",NA,2
"980","ConventodelaLuz",3,"Cistus ladanifer","Chasmatopterus villosulus","out","BF497",NA,1
"981","ConventodelaLuz",3,"Cistus salvifolius","Chasmatopterus villosulus","out","BF498",NA,1
"982","ConventodelaLuz",3,"Cistus salvifolius","Chasmatopterus villosulus","out","BF499",NA,1
"983","ConventodelaLuz",3,"Cistus ladanifer","Psilothrix viridicoerulea","out","BF535",NA,1
"984","ConventodelaLuz",3,"Cistus ladanifer","Psilothrix viridicoerulea","out","BF536",NA,1
"985","Urbanizaciones",3,"Rosmarinus officinalis","Apis mellifera","focal","no_captured","worker",1
"986","Urbanizaciones",3,"Rosmarinus officinalis","Apis mellifera","focal","no_captured","worker",1
"987","Urbanizaciones",3,"Halimium commutatum","Apis mellifera","focal","no_captured","worker",1
"988","Urbanizaciones",3,"Halimium commutatum","Andrena nigroaenaea","focal","no_captured","female",1
"989","Urbanizaciones",3,"Lavandula stoechas","Andrena flavipes","focal","BF283","female",2
"990","Urbanizaciones",3,"Lavandula stoechas","Osmia rufa","focal","BF644","male",1
"991","Urbanizaciones",3,"Lavandula stoechas","Ceratina sp","focal","no_captured","female",1
"992","Urbanizaciones",3,"Lavandula stoechas","Bombylius sp","focal","PERDIDO",NA,1
"993","Urbanizaciones",3,"Lavandula stoechas","Apis mellifera","focal","no_captured","worker",1
"994","Urbanizaciones",3,"Lavandula stoechas","Osmia aurulenta","focal","BF706","female",NA
"995","Urbanizaciones",3,"Lavandula stoechas","Bombus terrestris","focal","no_captured","worker",1
"996","Urbanizaciones",3,"Cistus salvifolius","Oxythyrea funesta","focal","PERDIDO","males_and_females",10
"997","Urbanizaciones",3,"Cistus salvifolius","Psilothrix viridicoerulea","focal","no_captured",NA,1
"998","Urbanizaciones",3,"Lavandula stoechas","Sarcophaga morpho1","focal","BF400",NA,1
"999","Elpozo",3,"Spartium junceum","Apis mellifera","focal","no_captured","worker",4
"1000","Elpozo",3,"Spartium junceum","Apis mellifera","focal","no_captured","worker",7
"1001","Elpozo",3,"Cistus ladanifer","Andrena hispania","focal","no_captured",NA,3
"1002","Elpozo",3,"Cistus ladanifer","Andrena hispania","focal","PERDIDO",NA,4
"1003","Pinodelcuervo",3,"Cistus ladanifer","Dasypoda crassicornis","focal","no_captured","female",1
"1004","Pinodelcuervo",3,"Cistus ladanifer","Andrena florea","out","BF270","female",3
"1005","LaCunya",3,"Cistus salvifolius","Lasioglossum sp","focal","no_captured","female",3
"1006","LaCunya",3,"Cistus salvifolius","Megalodontes capitalatus","focal","no_captured","female",1
"1007","LaCunya",3,"Cistus salvifolius","Empis testacea","focal","no_captured",NA,1
"1008","LaCunya",3,"Cistus salvifolius","Psilothrix viridicoerulea","focal","no_captured",NA,2
"1009","LaCunya",3,"Cistus salvifolius","Dasypoda crassicornis","focal","PERDIDO","male",1
"1010","LaCunya",3,"Cistus salvifolius","Lasioglossum malachurum","focal","BF48","female",1
"1011","LaCunya",3,"Cistus salvifolius","Myathropa florea","focal","no_captured",NA,1
"1012","PinaresdeHinojos",3,"Cistus salvifolius","Lasioglossum malachurum","focal","BF42","female",1
"1013","PinaresdeHinojos",3,"Cistus salvifolius","Empis testacea","focal","no_captured",NA,1
"1014","PinaresdeHinojos",3,"Cistus salvifolius","Anthaxia morpho1","focal","BF526",NA,1
"1015","PinaresdeHinojos",3,"Cistus salvifolius","Oxythyrea funesta","focal","no_captured",NA,2
"1016","PinaresdeHinojos",3,"Cistus salvifolius","Psilothrix viridicoerulea","focal","no_captured",NA,5
"1017","PinaresdeHinojos",3,"Cistus salvifolius","Apis mellifera","out","no_captured",NA,4
"1018","PinaresdeHinojos",3,"Cistus crispus","Lasioglossum malachurum","out","BF70",NA,1
"1019","PinaresdeHinojos",3,"Armeria velutina","Dasypoda cingulata","out","BF118","male",1
"1020","PinaresdeHinojos",3,"Cistus salvifolius","Colletes acutus","out","BF157","male",1
"1021","PinaresdeHinojos",3,"Cistus libanotis","Andrena hispania","out","BF309","female",1
"1022","PinaresdeHinojos",3,"Cistus libanotis","Andrena hispania","out","BF310","female",2
"1023","PinaresdeHinojos",3,"Cistus libanotis","Chrysura refulgens","out","BF633",NA,1
"1024","PinaresdeHinojos",3,"Anchusa azurea","Osmia rufa","out","BF708",NA,2
"1025","CotitodeSantaTeresa",3,"Cistus albidus","Polistes dominula","focal","BF660","worker",1
"1026","CotitodeSantaTeresa",3,"Cistus albidus","Pieris brassicae","focal","no_captured",NA,1
"1027","CotitodeSantaTeresa",3,"Cistus albidus","Vanessa cardui","focal","no_captured",NA,1
"1028","CotitodeSantaTeresa",3,"Cistus albidus","Andrena hispania","focal","no_captured",NA,16
"1029","CotitodeSantaTeresa",3,"Cistus albidus","Andrena nigroaenaea","focal","no_captured","female",1
"1030","CotitodeSantaTeresa",3,"Cistus albidus","Lasioglossum sp","focal","no_captured","female",1
"1031","CotitodeSantaTeresa",3,"Cistus albidus","Tropinota squalida","focal","no_captured",NA,1
"1032","LaRocina",3,"Halimium commutatum","Apis mellifera","focal","no_captured","worker",2
"1033","LaRocina",3,"Anchusa azurea","Anthaxia morpho1","out","BF527",NA,1
"1034","LaRocina",3,"Anchusa azurea","Xylocopa cantabrita","focal","no_captured","male",1
"1035","LaRocina",3,"Anchusa azurea","Vanessa cardui","focal","no_captured",NA,1
"1036","LaRocina",3,"Anchusa azurea","Lycaena phlaeas","focal","no_captured",NA,1
"1037","LaRocina",3,"Anchusa azurea","Osmia argyropyga","focal","BF648","female",1
"1038","LaRocina",3,"Anchusa azurea","Ceratina cucurbitina","out","BF178","male",3
"1039","LaRocina",3,"Anchusa azurea","Ceratina cucurbitina","out","BF186","male",2
"1040","LaRocina",3,"Anchusa azurea","Ceratina cucurbitina","out","BF190","female",1
"1041","LaRocina",3,"Cistus ladanifer","Mycterus curculioides","out","BF513",NA,NA
"1042","LaRocina",5,"Anchusa azurea","Opsilia coerulescens","out","BF507",NA,NA
"1043","LaRocina",5,"Anchusa azurea","Opsilia coerulescens","out","BF508",NA,NA
"1044","LaRocina",5,"Anchusa azurea","Opsilia coerulescens","out","BF509",NA,NA
"1045","LaRocina",5,"Anchusa azurea","Opsilia coerulescens","out","BF510",NA,NA
"1046","LaRocina",5,"Anchusa azurea","Opsilia coerulescens","out","BF511",NA,NA
"1047","LaRocina",5,"Anchusa azurea","Podalonia tydei","out","BF674","male",1
"1048","LaRocina",5,"Anchusa azurea","Osmia latreillei","out","BF707","male",NA
"1049","Lasmulas",3,"Rosmarinus officinalis","Apis mellifera","focal","no_captured","worker",8
"1050","Lasmulas",3,"Rosmarinus officinalis","Apis mellifera","focal","no_captured","worker",2
"1051","Lasmulas",3,"Cistus ladanifer","Psilothrix viridicoerulea","focal","no_captured",NA,1
"1052","Lasmulas",3,"Lavandula stoechas","Apis mellifera","focal","no_captured","worker",4
"1053","Lasmulas",3,"Lavandula stoechas","Ceratina sp","focal","PERDIDO",NA,1
"1054","Lasmulas",3,"Lavandula stoechas","Apis mellifera","focal","no_captured","worker",4
"1055","Lasmulas",3,"Lavandula stoechas","Osmia rufa","focal","no_captured","female",1
"1056","Lasmulas",3,"Lavandula stoechas","Glaucopsyche alexis","focal","no_captured",NA,1
"1057","Lasmulas",3,"Cistus ladanifer","Protaetia oblonga","out","BF525",NA,1
"1058","Elpinar",2,"Cistus albidus","Psilothrix viridicoerulea","focal","no_captured",NA,5
"1059","Elpinar",2,"Cistus albidus","Psilothrix viridicoerulea","focal","no_captured",NA,4
"1060","Elpinar",2,"Cistus albidus","Apis mellifera","focal","no_captured","worker",4
"1061","Elpinar",2,"Cistus albidus","Bombus terrestris","focal","no_captured","worker",1
"1062","Elpinar",2,"Cistus albidus","Empis testacea","focal","no_captured",NA,1
"1063","Elpinar",2,"Cistus salvifolius","Musca morpho1","out","BF401",NA,1
"1064","Villamanriqueeste",3,"Cistus ladanifer","Dasypoda crassicornis","focal","no_captured","female",1
"1065","Villamanriqueeste",3,"Cistus salvifolius","Psilothrix viridicoerulea","focal","no_captured",NA,4
"1066","Villamanriqueeste",3,"Cistus salvifolius","Apis mellifera","focal","no_captured","worker",1
"1067","Villamanriqueeste",3,"Cistus ladanifer","Lasioglossum mediterraneum","out","BF281","female",2
"1068","Villamanriqueeste",3,"Cistus ladanifer","Andrena florea","out","BF282","female",1
"1069","Villamanriqueeste",3,"Cistus ladanifer","Eucera hispaliensis","out","BF546","male",3
"1070","Villamanriqueeste",3,"Cistus salvifolius","Psilothrix viridicoerulea","out","no_captured",NA,4
"1071","Villamanriqueeste",3,"Cistus salvifolius","Eucera caspica","out","BF557","male",2
"1072","Villamanriqueeste",3,"Cistus salvifolius","Apis mellifera","out","no_captured","worker",1
"1073","Villamanriqueeste",3,"Cistus salvifolius","Eucera codinai","out","BF551","male",1
"1074","Villamanriqueeste",3,"Cistus salvifolius","Lasioglossum malachurum","out","BF51","male",2
"1075","Villamanriqueeste",3,"Cistus salvifolius","Lasioglossum pauxillum","out","BF189","female",2
"1076","Villamanriqueeste",3,"Cistus salvifolius","Eucera caspica","out","BF554","male",5
"1077","Villamanriqueeste",3,"Cistus salvifolius","Eucera codinai","out","BF563","male",3
"1078","Niebla",4,"Cistus ladanifer","Oxythyrea funesta","focal","no_captured",NA,1
"1079","Niebla",4,"Cistus ladanifer","Dasypoda sp","focal","PERDIDO","female",1
"1080","Niebla",4,"Cistus ladanifer","Potosia cuprea","focal","PERDIDO",NA,NA
"1081","Niebla",4,"Lavandula stoechas","Apis mellifera","focal","no_captured","worker",1
"1082","Niebla",4,"Lavandula stoechas","Callophrys rubi","focal","no_captured",NA,1
"1083","Niebla",4,"Cistus crispus","Panurgus calcaratus","out","BF291","female",1
"1084","Niebla",4,"Cistus crispus","Eucera sp","out","no_captured","male",1
"1085","Niebla",4,"Linum bienne","Musca morpho1","out","BF395",NA,1
"1086","Bonares",4,"Cistus salvifolius","Empis tessellata","focal","BF393","female",1
"1087","Bonares",4,"Cistus salvifolius","Dasypoda sp","focal","PERDIDO",NA,1
"1088","Bonares",4,"Cistus salvifolius","Exosoma lusitanicum","focal","BF483",NA,1
"1089","Bonares",4,"Taraxacum vulgare","Panurgus sp","out","no_captured",NA,1
"1090","Bonares",4,"Taraxacum vulgare","Exosoma lusitanicum","out","BF481",NA,1
"1091","Bonares",4,"Cistus crispus","Panurgus dargius","out","BF263","male",1
"1092","Bonares",4,"Cistus salvifolius","Brachycoleus triangularis","out","BF489",NA,1
"1093","Esparragal",4,"Cistus salvifolius","Colletes acutus","focal","BF154","female",1
"1094","Esparragal",4,"Cistus salvifolius","Colletes acutus","focal","BF155","male",NA
"1095","Esparragal",4,"Cistus salvifolius","Lasioglossum malachurum","focal","BF57","female",2
"1096","Esparragal",4,"Cistus salvifolius","Psilothrix viridicoerulea","focal","PERDIDO",NA,1
"1097","Esparragal",4,"Cistus salvifolius","Lasioglossum malachurum","focal","BF58","female",3
"1098","Esparragal",4,"Lavandula stoechas","Apis mellifera","focal","no_captured",NA,1
"1099","Esparragal",4,"Lavandula stoechas","Lasioglossum bimaculatus","focal","BF53","female",1
"1100","Esparragal",4,"Cistus salvifolius","Colletes acutus","out","BF161","male",2
"1101","Esparragal",4,"Cistus salvifolius","Bombylella atra","out","BF363",NA,1
"1102","Esparragal",4,"Cistus salvifolius","Meloidae NA","out","BF474",NA,1
"1103","Esparragal",4,"Cistus salvifolius","Oxybelus mucronatus","out","BF691","male",2
"1104","Esparragal",4,"Cistus salvifolius","Eucera collaris","out","BF564","female",2
"1105","Esparragal",4,"Diplotaxis virgata","Eucera caspica","out","BF568","male",3
"1106","LaRocina",4,"Anchusa azurea","Apis mellifera","focal","no_captured","worker",20
"1107","LaRocina",4,"Anchusa azurea","Xylocopa violacea","focal","no_captured","male",2
"1108","LaRocina",4,"Anchusa azurea","Ceratina sp","focal","PERDIDO",NA,1
"1109","LaRocina",4,"Anchusa azurea","Eucera bolivari","focal","BF709","male",1
"1110","LaRocina",4,"Anchusa azurea","Osmia sp","focal","PERDIDO",NA,1
"1111","LaRocina",4,"Rosmarinus officinalis","Xylocopa cantabrita","out","no_captured","female",1
"1112","LaRocina",4,"Anchusa azurea","Hoplitis adunca","out","no_captured","female",1
"1113","LaRocina",4,"Anchusa azurea","Osmia sp","out","no_captured","female",1
"1114","LaRocina",4,"Anchusa azurea","Dasypoda sp","out","no_captured",NA,1
"1115","LaRocina",4,"Anchusa azurea","Andrena sp","out","no_captured",NA,1
"1116","LaCunya",4,"Cistus salvifolius","Chasmatopterus zonatus","focal","BF492",NA,1
"1117","LaCunya",4,"Cistus salvifolius","Apis mellifera","focal","no_captured","worker",1
"1118","LaCunya",4,"Echium plantagineum","Andrena flavipes","focal","no_captured","female",1
"1119","LaCunya",4,"Lavandula pedunculata","Apis mellifera","focal","no_captured","worker",1
"1120","LaCunya",4,"Rosmarinus officinalis","Apis mellifera","focal","no_captured","worker",1
"1121","LaCunya",4,"Rosmarinus officinalis","Apis mellifera","focal","no_captured","worker",1
"1122","LaCunya",4,"Convolvulus arvensis","Meloidae NA","out","no_captured",NA,1
"1123","LaCunya",4,"Cistus salvifolius","Andrena flavipes","out","BF276","female",2
"1124","Lasmulas",4,"Lavandula stoechas","Apis mellifera","focal","no_captured","worker",1
"1125","Lasmulas",4,"Lavandula stoechas","Apis mellifera","focal","no_captured","worker",1
"1126","Lasmulas",4,"Lavandula stoechas","Empis sp","focal","PERDIDO",NA,1
"1127","Lasmulas",4,"Cistus salvifolius","Andrena angustior","focal","BF330","female",2
"1128","Lasmulas",4,"Rosmarinus officinalis","Chrysomela americana","focal","no_captured",NA,1
"1129","Lasmulas",4,"Cistus ladanifer","Lasioglossum sp","focal","no_captured",NA,1
"1130","Lasmulas",4,"Cistus monspeliensis","Psilothrix viridicoerulea","focal","PERDIDO",NA,3
"1131","Lasmulas",4,"Cistus ladanifer","Lucilia sp","out","no_captured",NA,1
"1132","Lasmulas",4,"Cistus ladanifer","Empis sp","out","PERDIDO",NA,1
"1133","Lasmulas",4,"Cistus ladanifer","Eristalis tenax","out","no_captured",NA,1
"1134","Lasmulas",4,"Cistus ladanifer","Andrena rhyssonota","out","BF325","male",1
"1135","Lasmulas",4,"Cistus ladanifer","Apis mellifera","out","no_captured",NA,1
"1136","Lasmulas",4,"Ranunculus sp","Exosoma lusitanicum","out","no_captured",NA,1
"1137","Lasmulas",4,"Ranunculus sp","Panurgus dargius","out","BF253","male",2
"1138","Lasmulas",4,"Ranunculus sp","Musca morpho1","out","BF398",NA,1
"1139","Lasmulas",4,"Andryala integrifolia","Panurgus dargius","out","BF259","male",2
"1140","Lasmulas",4,"Cistus salvifolius","Lucilia sp","out","no_captured",NA,1
"1141","Lasmulas",4,"Cistus salvifolius","Lasioglossum albocinctum","out","BF61","female",1
"1142","Villamanriqueeste",4,"Cistus crispus","Usia morpho1","focal","BF379","female",1
"1143","Villamanriqueeste",4,"Cistus salvifolius","Chasmatopterus villosulus","focal","no_captured",NA,1
"1144","Villamanriqueeste",4,"Cistus salvifolius","Thomysus morpho1","focal","BF649",NA,1
"1145","Villamanriqueeste",4,"Cistus salvifolius","Eucera codinai","focal","BF582",NA,1
"1146","Villamanriqueeste",4,"Cistus salvifolius","Apis mellifera","focal","no_captured",NA,1
"1147","Villamanriqueeste",4,"Cistus salvifolius","Eucera caspica","focal","BF583",NA,2
"1148","Villamanriqueeste",4,"Cistus salvifolius","Dilophus morpho1","out","BF446",NA,1
"1149","Villamanriqueeste",4,"Cistus salvifolius","Dilophus morpho1","out","BF448",NA,2
"1150","Villamanriqueeste",4,"Cistus salvifolius","Musca morpho1","out","BF399",NA,1
"1151","Villamanriqueeste",4,"Cistus salvifolius","Andrena flavipes","out","BF105","female",1
"1152","Villamanriqueeste",4,"Cistus salvifolius","Dasypoda albimana","out","BF139","female",1
"1153","Villamanriqueeste",4,"Cistus salvifolius","Dasypoda iberica","out","BF144","male",1
"1154","Villamanriqueeste",4,"Cistus salvifolius","Andrena flavipes","out","BF140","female",2
"1155","Villamanriqueeste",4,"Cistus salvifolius","Andrena nigroaenaea","out","BF149","female",1
"1156","Villamanriqueeste",4,"Cistus salvifolius","Panurgus dargius","out","BF320","female",1
"1157","Villamanriqueeste",4,"Cistus salvifolius","Panurgus calcaratus","out","BF322","female",3
"1158","Villamanriqueeste",4,"Cistus salvifolius","Panurgus calcaratus","out","BF323","female",1
"1159","Villamanriqueeste",4,"Cistus salvifolius","Musca morpho1","out","BF402",NA,2
"1160","Villamanriqueeste",4,"Cistus salvifolius","Brachycoleus morpho1","out","BF490",NA,1
"1161","Villamanriqueeste",4,"Cistus salvifolius","Dasypoda crassicornis","out","BF700","female",1
"1162","Villamanriqueeste",4,"Cistus salvifolius","Dasypoda crassicornis","out","BF701","female",1
"1163","Villamanriquesur",4,"Halimium commutatum","Apis mellifera","focal","no_captured","female",1
"1164","Villamanriquesur",4,"Halimium commutatum","Empis testacea","focal","no_captured",NA,1
"1165","Villamanriquesur",4,"Cistus salvifolius","Andrena sp","focal","no_captured","female",1
"1166","Villamanriquesur",4,"Cistus salvifolius","Andrena hispania","focal","no_captured",NA,16
"1167","Villamanriquesur",4,"Cistus salvifolius","Dasypoda crassicornis","focal","BF698","female",1
"1168","Villamanriquesur",4,"Cistus salvifolius","Dasypoda crassicornis","focal","BF699","male",1
"1169","Villamanriquesur",4,"Lavandula stoechas","Apis mellifera","focal","no_captured","worker",1
"1170","Villamanriquesur",4,"Lavandula stoechas","Anthophora sp","focal","no_captured","female",1
"1171","Villamanriquesur",4,"Lavandula stoechas","Empis sp","focal","no_captured",NA,4
"1172","Villamanriquesur",4,"Lavandula stoechas","Apis mellifera","focal","no_captured","worker",2
"1173","Villamanriquesur",4,"Lavandula stoechas","Empis sp","focal","no_captured",NA,7
"1174","Villamanriquesur",4,"Lavandula stoechas","Empis sp","focal","no_captured",NA,4
"1175","Villamanriquesur",4,"Cistus ladanifer","Usia morpho1","out","BF389","male",2
"1176","Villamanriquesur",4,"Lavandula stoechas","Empis morpho1","out","BF439",NA,1
"1177","Villamanriquesur",4,"Lavandula stoechas","Empis tessellata","out","BF440","male",1
"1178","Villamanriquesur",4,"Lavandula stoechas","Empis morpho1","out","BF441","female",1
"1179","Villamanriquesur",4,"Lavandula stoechas","Empis morpho2","out","BF442","female",1
"1180","Villamanriquesur",4,"Lavandula stoechas","Empis morpho2","out","BF443",NA,2
"1181","Villamanriquesur",4,"Cistus salvifolius","Dilophus morpho1","out","BF444",NA,2
"1182","Villamanriquesur",4,"Cistus salvifolius","Dilophus morpho1","out","BF445",NA,1
"1183","Villamanriquesur",4,"Cistus salvifolius","Dilophus morpho1","out","BF447",NA,1
"1184","Villamanriquesur",4,"Cistus salvifolius","Dilophus morpho1","out","BF449",NA,1
"1185","Villamanriquesur",4,"Cistus salvifolius","Andrena nigroaenaea","out","BF324","male",3
"1186","Villamanriquesur",4,"Cistus ladanifer","Lasioglossum malachurum","out","BF89",NA,2
"1187","Villamanriquesur",4,"Cistus ladanifer","Lasioglossum albocinctum","out","BF90","female",1
"1188","Villamanriquesur",4,"Cistus ladanifer","Andrena nigroaenaea","out","BF138","female",1
"1189","Aznalcazar",5,"Teucrium fruticans","Bombus terrestris","out","BF216","worker",9
"1190","Aznalcazar",5,"Andryala integrifolia","Panurgus cephalotes","out","BF254","female",2
"1191","Aznalcazar",5,"Cistus crispus","Andrena carbonaria","out","BF703","male",2
"1192","Aznalcazar",5,"Teucrium fruticans","Platynochaetus setosus","out","BF424","female",1
"1193","Urbanizaciones",4,"Lavandula stoechas","Anthophora dispar","focal","BF595","female",4
"1194","ConventodelaLuz",4,"Cistus ladanifer","Psilothrix viridicoerulea","focal","no_captured",NA,1
"1195","ConventodelaLuz",4,"Cistus ladanifer","Chasmatopterus villosulus","focal","no_captured",NA,1
"1196","ConventodelaLuz",4,"Lavandula stoechas","Andrena florea","out","PERDIDO",NA,1
"1197","ConventodelaLuz",4,"Lavandula stoechas","Xylocopa cantabrita","out","no_captured",NA,1
"1198","Pinodelcuervo",4,"Cistus salvifolius","Lachnaia tristigmia","out","BF473",NA,1
"1199","Pinodelcuervo",4,"Lavandula stoechas","Heliotaurus ruficollis","focal","no_captured",NA,2
"1200","Pinodelcuervo",4,"Lavandula stoechas","Leptotes pirithous","focal","no_captured",NA,1
"1201","Pinodelcuervo",4,"Lavandula stoechas","Apis mellifera","focal","no_captured",NA,1
"1202","Pinodelcuervo",4,"Andryala integrifolia","Panurgus calcaratus","out","BF235","male",2
"1203","Pinodelcuervo",4,"Andryala integrifolia","Tachysphex denisi","focal","BF689","male",1
"1204","Pinodelcuervo",4,"Cistus salvifolius","Andrena cinerea","out","BF289","female",1
"1205","Elpozo",4,"Cistus salvifolius","Andrena rhyssonota","focal","BF286","male",3
"1206","Elpozo",4,"Cistus salvifolius","Andrena rhyssonota","focal","BF287","male",1
"1207","Elpozo",4,"Cistus salvifolius","Andrena rhyssonota","out","BF288","male",2
"1208","Elpozo",4,"Cistus salvifolius","Reduviidae NA","out","BF488",NA,1
"1209","Elpozo",4,"Cistus salvifolius","Nomada merceti","out","BF340","female",1
"1210","Elpozo",4,"Cistus ladanifer","Andrena hispania","focal","no_captured",NA,NA
"1211","Elpozo",4,"Cistus ladanifer","Andrena hispania","focal","PERDIDO",NA,NA
"1212","PinaresdeHinojos",4,"Cistus salvifolius","Bibionidae NA","focal","no_captured",NA,1
"1213","PinaresdeHinojos",4,"Cistus salvifolius","Psilothrix viridicoerulea","focal","no_captured",NA,3
"1214","PinaresdeHinojos",4,"Cistus salvifolius","Lasioglossum sp","focal","no_captured","female",1
"1215","CotitodeSantaTeresa",4,"Cistus albidus","Dolichovespula sp","focal","no_captured",NA,1
"1216","CotitodeSantaTeresa",4,"Cistus albidus","Stomorhina lunata","focal","no_captured",NA,1
"1217","CotitodeSantaTeresa",4,"Cistus albidus","Vanessa atalanta","focal","no_captured",NA,1
